multipole_ell,TT,EE,BB,PP
ell1252,8.3030700000e+02,2.6727900000e+01,9.3641100000e-02,4.5201600000e-09
ell1253,8.2676100000e+02,2.6879400000e+01,9.3558000000e-02,4.5140200000e-09
ell1254,8.2328300000e+02,2.7028200000e+01,9.3474900000e-02,4.5079000000e-09
ell1255,8.1987200000e+02,2.7175700000e+01,9.3392000000e-02,4.5017900000e-09
ell1256,8.1660300000e+02,2.7319900000e+01,9.3309200000e-02,4.4956900000e-09
ell1257,8.1332700000e+02,2.7462200000e+01,9.3226500000e-02,4.4896000000e-09
ell1258,8.1004500000e+02,2.7601100000e+01,9.3143900000e-02,4.4835300000e-09
ell1259,8.0682900000e+02,2.7738100000e+01,9.3061600000e-02,4.4774700000e-09
ell1260,8.0368000000e+02,2.7871700000e+01,9.2979400000e-02,4.4714200000e-09
ell1261,8.0059800000e+02,2.8003400000e+01,9.2897500000e-02,4.4653800000e-09
ell1262,7.9758300000e+02,2.8132600000e+01,9.2815700000e-02,4.4593600000e-09
ell1263,7.9463400000e+02,2.8258400000e+01,9.2734200000e-02,4.4533500000e-09
ell1264,7.9167800000e+02,2.8381700000e+01,9.2653000000e-02,4.4473500000e-09
ell1265,7.8886200000e+02,2.8501600000e+01,9.2572000000e-02,4.4413600000e-09
ell1266,7.8603800000e+02,2.8619000000e+01,9.2491300000e-02,4.4353900000e-09
ell1267,7.8328000000e+02,2.8732300000e+01,9.2410900000e-02,4.4294300000e-09
ell1268,7.8059600000e+02,2.8844600000e+01,9.2330800000e-02,4.4234800000e-09
ell1269,7.7798500000e+02,2.8951400000e+01,9.2251100000e-02,4.4175400000e-09
ell1270,7.7541000000e+02,2.9055600000e+01,9.2171700000e-02,4.4116200000e-09
ell1271,7.7290800000e+02,2.9157400000e+01,9.2092700000e-02,4.4057000000e-09
ell1272,7.7044900000e+02,2.9255900000e+01,9.2014000000e-02,4.3998000000e-09
ell1273,7.6803300000e+02,2.9350400000e+01,9.1935700000e-02,4.3939100000e-09
ell1274,7.6569100000e+02,2.9441000000e+01,9.1857900000e-02,4.3880400000e-09
ell1275,7.6340600000e+02,2.9529100000e+01,9.1780400000e-02,4.3821700000e-09
ell1276,7.6117200000e+02,2.9614000000e+01,9.1703400000e-02,4.3763200000e-09
ell1277,7.5900300000e+02,2.9695600000e+01,9.1626800000e-02,4.3704800000e-09
ell1278,7.5689200000e+02,2.9773400000e+01,9.1550600000e-02,4.3646500000e-09
ell1279,7.5484500000e+02,2.9847200000e+01,9.1475000000e-02,4.3588300000e-09
ell1280,7.5286400000e+02,2.9918500000e+01,9.1399800000e-02,4.3530300000e-09
ell1281,7.5094100000e+02,2.9986000000e+01,9.1325000000e-02,4.3472300000e-09
ell1282,7.4908200000e+02,3.0049500000e+01,9.1250800000e-02,4.3414500000e-09
ell1283,7.4728100000e+02,3.0109900000e+01,9.1177100000e-02,4.3356800000e-09
ell1284,7.4554500000e+02,3.0166400000e+01,9.1104000000e-02,4.3299200000e-09
ell1285,7.4385900000e+02,3.0219700000e+01,9.1031300000e-02,4.3241800000e-09
ell1286,7.4223800000e+02,3.0268400000e+01,9.0959200000e-02,4.3184400000e-09
ell1287,7.4068100000e+02,3.0314000000e+01,9.0887700000e-02,4.3127200000e-09
ell1288,7.3919000000e+02,3.0355600000e+01,9.0816700000e-02,4.3070100000e-09
ell1289,7.3775500000e+02,3.0394200000e+01,9.0746200000e-02,4.3013100000e-09
ell1290,7.3637800000e+02,3.0428100000e+01,9.0676400000e-02,4.2956200000e-09
ell1291,7.3506600000e+02,3.0458900000e+01,9.0607200000e-02,4.2899400000e-09
ell1292,7.3381200000e+02,3.0484400000e+01,9.0538500000e-02,4.2842700000e-09
ell1293,7.3261400000e+02,3.0508200000e+01,9.0470500000e-02,4.2786200000e-09
ell1294,7.3148900000e+02,3.0527500000e+01,9.0403100000e-02,4.2729700000e-09
ell1295,7.3041400000e+02,3.0542800000e+01,9.0336300000e-02,4.2673400000e-09
ell1296,7.2939700000e+02,3.0555100000e+01,9.0270100000e-02,4.2617200000e-09
ell1297,7.2844400000e+02,3.0563500000e+01,9.0204600000e-02,4.2561100000e-09
ell1298,7.2754800000e+02,3.0568100000e+01,9.0139700000e-02,4.2505100000e-09
ell1299,7.2670300000e+02,3.0568800000e+01,9.0075500000e-02,4.2449200000e-09
ell1300,7.2593100000e+02,3.0565000000e+01,9.0011900000e-02,4.2393500000e-09
ell1301,7.2521500000e+02,3.0558800000e+01,8.9949000000e-02,4.2337800000e-09
ell1302,7.2455000000e+02,3.0548000000e+01,8.9886700000e-02,4.2282300000e-09
ell1303,7.2394300000e+02,3.0533300000e+01,8.9825200000e-02,4.2226800000e-09
ell1304,7.2339300000e+02,3.0515600000e+01,8.9764300000e-02,4.2171500000e-09
ell1305,7.2290100000e+02,3.0493300000e+01,8.9704100000e-02,4.2116300000e-09
ell1306,7.2245200000e+02,3.0468700000e+01,8.9644600000e-02,4.2061200000e-09
ell1307,7.2207500000e+02,3.0439400000e+01,8.9585800000e-02,4.2006200000e-09
ell1308,7.2174900000e+02,3.0406400000e+01,8.9527700000e-02,4.1951300000e-09
ell1309,7.2146600000e+02,3.0368800000e+01,8.9470300000e-02,4.1896500000e-09
ell1310,7.2124800000e+02,3.0328800000e+01,8.9413600000e-02,4.1841800000e-09
ell1311,7.2107200000e+02,3.0285000000e+01,8.9357600000e-02,4.1787300000e-09
ell1312,7.2097700000e+02,3.0238100000e+01,8.9302400000e-02,4.1732800000e-09
ell1313,7.2091100000e+02,3.0186700000e+01,8.9247800000e-02,4.1678400000e-09
ell1314,7.2090200000e+02,3.0132200000e+01,8.9194000000e-02,4.1624200000e-09
ell1315,7.2093700000e+02,3.0074600000e+01,8.9140800000e-02,4.1570000000e-09
ell1316,7.2102900000e+02,3.0012400000e+01,8.9088400000e-02,4.1516000000e-09
ell1317,7.2117300000e+02,2.9948600000e+01,8.9036700000e-02,4.1462100000e-09
ell1318,7.2135300000e+02,2.9879500000e+01,8.8985700000e-02,4.1408300000e-09
ell1319,7.2158300000e+02,2.9807300000e+01,8.8935500000e-02,4.1354500000e-09
ell1320,7.2185700000e+02,2.9731900000e+01,8.8885900000e-02,4.1300900000e-09
ell1321,7.2217500000e+02,2.9654300000e+01,8.8837100000e-02,4.1247400000e-09
ell1322,7.2254500000e+02,2.9571300000e+01,8.8789000000e-02,4.1194000000e-09
ell1323,7.2295800000e+02,2.9486000000e+01,8.8741600000e-02,4.1140700000e-09
ell1324,7.2341500000e+02,2.9397500000e+01,8.8694900000e-02,4.1087500000e-09
ell1325,7.2390900000e+02,2.9305900000e+01,8.8648900000e-02,4.1034400000e-09
ell1326,7.2445500000e+02,2.9211200000e+01,8.8603600000e-02,4.0981400000e-09
ell1327,7.2502300000e+02,2.9114200000e+01,8.8559100000e-02,4.0928500000e-09
ell1328,7.2565000000e+02,2.9014000000e+01,8.8515200000e-02,4.0875800000e-09
ell1329,7.2630800000e+02,2.8909900000e+01,8.8472000000e-02,4.0823100000e-09
ell1330,7.2700200000e+02,2.8802700000e+01,8.8429500000e-02,4.0770500000e-09
ell1331,7.2774200000e+02,2.8693100000e+01,8.8387700000e-02,4.0718000000e-09
ell1332,7.2850400000e+02,2.8580300000e+01,8.8346600000e-02,4.0665600000e-09
ell1333,7.2931200000e+02,2.8464400000e+01,8.8306200000e-02,4.0613300000e-09
ell1334,7.3015000000e+02,2.8346800000e+01,8.8266400000e-02,4.0561200000e-09
ell1335,7.3101900000e+02,2.8225300000e+01,8.8227300000e-02,4.0509100000e-09
ell1336,7.3192600000e+02,2.8102100000e+01,8.8188800000e-02,4.0457100000e-09
ell1337,7.3286400000e+02,2.7974900000e+01,8.8151000000e-02,4.0405200000e-09
ell1338,7.3382600000e+02,2.7846100000e+01,8.8113900000e-02,4.0353500000e-09
ell1339,7.3482600000e+02,2.7714100000e+01,8.8077300000e-02,4.0301800000e-09
ell1340,7.3585100000e+02,2.7580300000e+01,8.8041400000e-02,4.0250200000e-09
ell1341,7.3690000000e+02,2.7444800000e+01,8.8006200000e-02,4.0198700000e-09
ell1342,7.3797400000e+02,2.7306100000e+01,8.7971500000e-02,4.0147300000e-09
ell1343,7.3908000000e+02,2.7164900000e+01,8.7937500000e-02,4.0096000000e-09
ell1344,7.4021000000e+02,2.7021200000e+01,8.7904000000e-02,4.0044800000e-09
ell1345,7.4135100000e+02,2.6876500000e+01,8.7871100000e-02,3.9993800000e-09
ell1346,7.4252400000e+02,2.6728500000e+01,8.7838800000e-02,3.9942800000e-09
ell1347,7.4372300000e+02,2.6578700000e+01,8.7807100000e-02,3.9891900000e-09
ell1348,7.4493300000e+02,2.6427200000e+01,8.7776000000e-02,3.9841100000e-09
ell1349,7.4617500000e+02,2.6272300000e+01,8.7745300000e-02,3.9790400000e-09
ell1350,7.4742200000e+02,2.6117100000e+01,8.7715300000e-02,3.9739700000e-09
ell1351,7.4869400000e+02,2.5959300000e+01,8.7685700000e-02,3.9689200000e-09
ell1352,7.4997100000e+02,2.5799700000e+01,8.7656700000e-02,3.9638800000e-09
ell1353,7.5127400000e+02,2.5639700000e+01,8.7628200000e-02,3.9588500000e-09
ell1354,7.5258200000e+02,2.5477200000e+01,8.7600200000e-02,3.9538200000e-09
ell1355,7.5391700000e+02,2.5312700000e+01,8.7572600000e-02,3.9488100000e-09
ell1356,7.5526400000e+02,2.5147900000e+01,8.7545600000e-02,3.9438100000e-09
ell1357,7.5661600000e+02,2.4980400000e+01,8.7519000000e-02,3.9388100000e-09
ell1358,7.5796500000e+02,2.4811800000e+01,8.7492800000e-02,3.9338300000e-09
ell1359,7.5932800000e+02,2.4642000000e+01,8.7467100000e-02,3.9288500000e-09
ell1360,7.6068100000e+02,2.4472600000e+01,8.7441800000e-02,3.9238800000e-09
ell1361,7.6206200000e+02,2.4299700000e+01,8.7417000000e-02,3.9189300000e-09
ell1362,7.6342700000e+02,2.4126300000e+01,8.7392500000e-02,3.9139800000e-09
ell1363,7.6480500000e+02,2.3951700000e+01,8.7368500000e-02,3.9090400000e-09
ell1364,7.6616000000e+02,2.3776700000e+01,8.7344800000e-02,3.9041100000e-09
ell1365,7.6760300000e+02,2.3600400000e+01,8.7321500000e-02,3.8991900000e-09
ell1366,7.6897100000e+02,2.3422800000e+01,8.7298500000e-02,3.8942800000e-09
ell1367,7.7033800000e+02,2.3244100000e+01,8.7275900000e-02,3.8893700000e-09
ell1368,7.7178000000e+02,2.3066200000e+01,8.7253600000e-02,3.8844800000e-09
ell1369,7.7314600000e+02,2.2886300000e+01,8.7231600000e-02,3.8796000000e-09
ell1370,7.7451300000e+02,2.2706700000e+01,8.7210000000e-02,3.8747200000e-09
ell1371,7.7588000000e+02,2.2526400000e+01,8.7188600000e-02,3.8698600000e-09
ell1372,7.7724700000e+02,2.2345600000e+01,8.7167500000e-02,3.8650000000e-09
ell1373,7.7861500000e+02,2.2164900000e+01,8.7146700000e-02,3.8601500000e-09
ell1374,7.7998400000e+02,2.1983600000e+01,8.7126100000e-02,3.8553100000e-09
ell1375,7.8135300000e+02,2.1801800000e+01,8.7105800000e-02,3.8504800000e-09
ell1376,7.8272400000e+02,2.1620000000e+01,8.7085600000e-02,3.8456600000e-09
ell1377,7.8409500000e+02,2.1439000000e+01,8.7065700000e-02,3.8408500000e-09
ell1378,7.8546800000e+02,2.1256000000e+01,8.7046000000e-02,3.8360400000e-09
ell1379,7.8676900000e+02,2.1075200000e+01,8.7026500000e-02,3.8312500000e-09
ell1380,7.8807100000e+02,2.0892300000e+01,8.7007200000e-02,3.8264600000e-09
ell1381,7.8937500000e+02,2.0710900000e+01,8.6988000000e-02,3.8216900000e-09
ell1382,7.9053300000e+02,2.0529500000e+01,8.6968900000e-02,3.8169200000e-09
ell1383,7.9184200000e+02,2.0348200000e+01,8.6950000000e-02,3.8121600000e-09
ell1384,7.9300500000e+02,2.0167600000e+01,8.6931200000e-02,3.8074100000e-09
ell1385,7.9417000000e+02,1.9987000000e+01,8.6912500000e-02,3.8026700000e-09
ell1386,7.9533800000e+02,1.9807200000e+01,8.6893900000e-02,3.7979300000e-09
ell1387,7.9643500000e+02,1.9628000000e+01,8.6875300000e-02,3.7932100000e-09
ell1388,7.9768400000e+02,1.9448800000e+01,8.6856900000e-02,3.7884900000e-09
ell1389,7.9878700000e+02,1.9270400000e+01,8.6838400000e-02,3.7837800000e-09
ell1390,7.9982000000e+02,1.9093300000e+01,8.6820000000e-02,3.7790900000e-09
ell1391,8.0093000000e+02,1.8916900000e+01,8.6801600000e-02,3.7744000000e-09
ell1392,8.0197100000e+02,1.8741100000e+01,8.6783200000e-02,3.7697100000e-09
ell1393,8.0301500000e+02,1.8566800000e+01,8.6764800000e-02,3.7650400000e-09
ell1394,8.0398900000e+02,1.8393000000e+01,8.6746400000e-02,3.7603700000e-09
ell1395,8.0496700000e+02,1.8219900000e+01,8.6727900000e-02,3.7557200000e-09
ell1396,8.0595000000e+02,1.8048900000e+01,8.6709400000e-02,3.7510700000e-09
ell1397,8.0686400000e+02,1.7878400000e+01,8.6690800000e-02,3.7464300000e-09
ell1398,8.0770700000e+02,1.7708600000e+01,8.6672200000e-02,3.7418000000e-09
ell1399,8.0855600000e+02,1.7541500000e+01,8.6653400000e-02,3.7371800000e-09
ell1400,8.0941000000e+02,1.7375000000e+01,8.6634500000e-02,3.7325600000e-09
ell1401,8.1019500000e+02,1.7209000000e+01,8.6615500000e-02,3.7279600000e-09
ell1402,8.1098500000e+02,1.7045800000e+01,8.6596400000e-02,3.7233600000e-09
ell1403,8.1170600000e+02,1.6883800000e+01,8.6577100000e-02,3.7187700000e-09
ell1404,8.1235900000e+02,1.6723800000e+01,8.6557600000e-02,3.7141900000e-09
ell1405,8.1309200000e+02,1.6564300000e+01,8.6538000000e-02,3.7096100000e-09
ell1406,8.1368300000e+02,1.6407600000e+01,8.6518200000e-02,3.7050500000e-09
ell1407,8.1420600000e+02,1.6252000000e+01,8.6498100000e-02,3.7004900000e-09
ell1408,8.1488300000e+02,1.6097600000e+01,8.6477900000e-02,3.6959400000e-09
ell1409,8.1534400000e+02,1.5945900000e+01,8.6457400000e-02,3.6914000000e-09
ell1410,8.1588600000e+02,1.5795400000e+01,8.6436600000e-02,3.6868700000e-09
ell1411,8.1636100000e+02,1.5646800000e+01,8.6415600000e-02,3.6823400000e-09
ell1412,8.1676900000e+02,1.5500800000e+01,8.6394400000e-02,3.6778300000e-09
ell1413,8.1703500000e+02,1.5356700000e+01,8.6372800000e-02,3.6733200000e-09
ell1414,8.1738200000e+02,1.5214500000e+01,8.6350900000e-02,3.6688200000e-09
ell1415,8.1766300000e+02,1.5074100000e+01,8.6328700000e-02,3.6643300000e-09
ell1416,8.1795100000e+02,1.4936400000e+01,8.6306200000e-02,3.6598400000e-09
ell1417,8.1809800000e+02,1.4799700000e+01,8.6283400000e-02,3.6553600000e-09
ell1418,8.1825200000e+02,1.4665600000e+01,8.6260200000e-02,3.6509000000e-09
ell1419,8.1834100000e+02,1.4534000000e+01,8.6236700000e-02,3.6464400000e-09
ell1420,8.1843700000e+02,1.4405000000e+01,8.6212700000e-02,3.6419800000e-09
ell1421,8.1846700000e+02,1.4277800000e+01,8.6188400000e-02,3.6375400000e-09
ell1422,8.1850600000e+02,1.4153200000e+01,8.6163700000e-02,3.6331000000e-09
ell1423,8.1840400000e+02,1.4031000000e+01,8.6138600000e-02,3.6286700000e-09
ell1424,8.1838500000e+02,1.3911400000e+01,8.6113000000e-02,3.6242500000e-09
ell1425,8.1822500000e+02,1.3794300000e+01,8.6087100000e-02,3.6198400000e-09
ell1426,8.1800000000e+02,1.3679600000e+01,8.6060700000e-02,3.6154300000e-09
ell1427,8.1785800000e+02,1.3567500000e+01,8.6033800000e-02,3.6110300000e-09
ell1428,8.1757600000e+02,1.3457100000e+01,8.6006500000e-02,3.6066400000e-09
ell1429,8.1722800000e+02,1.3350600000e+01,8.5978700000e-02,3.6022600000e-09
ell1430,8.1688900000e+02,1.3245900000e+01,8.5950400000e-02,3.5978900000e-09
ell1431,8.1648500000e+02,1.3143600000e+01,8.5921700000e-02,3.5935200000e-09
ell1432,8.1601600000e+02,1.3044600000e+01,8.5892400000e-02,3.5891600000e-09
ell1433,8.1562900000e+02,1.2947900000e+01,8.5862600000e-02,3.5848100000e-09
ell1434,8.1510400000e+02,1.2854500000e+01,8.5832300000e-02,3.5804700000e-09
ell1435,8.1451300000e+02,1.2762700000e+01,8.5801500000e-02,3.5761300000e-09
ell1436,8.1393100000e+02,1.2674100000e+01,8.5770200000e-02,3.5718000000e-09
ell1437,8.1321000000e+02,1.2588600000e+01,8.5738300000e-02,3.5674800000e-09
ell1438,8.1249800000e+02,1.2504800000e+01,8.5705800000e-02,3.5631700000e-09
ell1439,8.1172100000e+02,1.2425000000e+01,8.5672800000e-02,3.5588600000e-09
ell1440,8.1095300000e+02,1.2347500000e+01,8.5639300000e-02,3.5545600000e-09
ell1441,8.1012000000e+02,1.2272400000e+01,8.5605100000e-02,3.5502700000e-09
ell1442,8.0922200000e+02,1.2200400000e+01,8.5570400000e-02,3.5459900000e-09
ell1443,8.0825900000e+02,1.2132300000e+01,8.5535100000e-02,3.5417100000e-09
ell1444,8.0730600000e+02,1.2065900000e+01,8.5499200000e-02,3.5374400000e-09
ell1445,8.0621300000e+02,1.2003300000e+01,8.5462700000e-02,3.5331800000e-09
ell1446,8.0520300000e+02,1.1942400000e+01,8.5425600000e-02,3.5289300000e-09
ell1447,8.0398000000e+02,1.1885300000e+01,8.5387900000e-02,3.5246800000e-09
ell1448,8.0284000000e+02,1.1831300000e+01,8.5349600000e-02,3.5204400000e-09
ell1449,8.0163500000e+02,1.1779000000e+01,8.5310700000e-02,3.5162100000e-09
ell1450,8.0036500000e+02,1.1730500000e+01,8.5271100000e-02,3.5119800000e-09
ell1451,7.9910400000e+02,1.1685100000e+01,8.5231000000e-02,3.5077700000e-09
ell1452,7.9770400000e+02,1.1642000000e+01,8.5190200000e-02,3.5035600000e-09
ell1453,7.9631300000e+02,1.1602100000e+01,8.5148700000e-02,3.4993500000e-09
ell1454,7.9493100000e+02,1.1565300000e+01,8.5106600000e-02,3.4951600000e-09
ell1455,7.9348300000e+02,1.1530800000e+01,8.5063900000e-02,3.4909700000e-09
ell1456,7.9197000000e+02,1.1500200000e+01,8.5020500000e-02,3.4867900000e-09
ell1457,7.9031800000e+02,1.1471100000e+01,8.4976500000e-02,3.4826200000e-09
ell1458,7.8874900000e+02,1.1445900000e+01,8.4931800000e-02,3.4784500000e-09
ell1459,7.8711500000e+02,1.1423000000e+01,8.4886500000e-02,3.4742900000e-09
ell1460,7.8541500000e+02,1.1404000000e+01,8.4840500000e-02,3.4701400000e-09
ell1461,7.8372400000e+02,1.1385800000e+01,8.4793900000e-02,3.4659900000e-09
ell1462,7.8196800000e+02,1.1371500000e+01,8.4746600000e-02,3.4618500000e-09
ell1463,7.8007200000e+02,1.1360200000e+01,8.4698700000e-02,3.4577200000e-09
ell1464,7.7825800000e+02,1.1351300000e+01,8.4650100000e-02,3.4536000000e-09
ell1465,7.7630500000e+02,1.1345400000e+01,8.4600800000e-02,3.4494800000e-09
ell1466,7.7443500000e+02,1.1342700000e+01,8.4550800000e-02,3.4453700000e-09
ell1467,7.7242500000e+02,1.1342300000e+01,8.4500200000e-02,3.4412700000e-09
ell1468,7.7042300000e+02,1.1344900000e+01,8.4449000000e-02,3.4371700000e-09
ell1469,7.6842900000e+02,1.1349900000e+01,8.4397000000e-02,3.4330900000e-09
ell1470,7.6622100000e+02,1.1357300000e+01,8.4344400000e-02,3.4290000000e-09
ell1471,7.6417000000e+02,1.1368500000e+01,8.4291200000e-02,3.4249300000e-09
ell1472,7.6205300000e+02,1.1382100000e+01,8.4237300000e-02,3.4208600000e-09
ell1473,7.5986900000e+02,1.1398000000e+01,8.4182700000e-02,3.4168000000e-09
ell1474,7.5754500000e+02,1.1416300000e+01,8.4127400000e-02,3.4127500000e-09
ell1475,7.5530300000e+02,1.1436900000e+01,8.4071500000e-02,3.4087000000e-09
ell1476,7.5299400000e+02,1.1460600000e+01,8.4015000000e-02,3.4046600000e-09
ell1477,7.5069300000e+02,1.1486700000e+01,8.3957700000e-02,3.4006300000e-09
ell1478,7.4832500000e+02,1.1515200000e+01,8.3899900000e-02,3.3966000000e-09
ell1479,7.4596500000e+02,1.1546800000e+01,8.3841300000e-02,3.3925800000e-09
ell1480,7.4353800000e+02,1.1580800000e+01,8.3782200000e-02,3.3885700000e-09
ell1481,7.4105100000e+02,1.1616400000e+01,8.3722400000e-02,3.3845600000e-09
ell1482,7.3857900000e+02,1.1655200000e+01,8.3661900000e-02,3.3805600000e-09
ell1483,7.3605400000e+02,1.1696400000e+01,8.3600800000e-02,3.3765700000e-09
ell1484,7.3352900000e+02,1.1739200000e+01,8.3539100000e-02,3.3725800000e-09
ell1485,7.3095100000e+02,1.1784400000e+01,8.3476700000e-02,3.3686100000e-09
ell1486,7.2834300000e+02,1.1832800000e+01,8.3413700000e-02,3.3646300000e-09
ell1487,7.2570400000e+02,1.1882200000e+01,8.3350100000e-02,3.3606700000e-09
ell1488,7.2305700000e+02,1.1934700000e+01,8.3285800000e-02,3.3567100000e-09
ell1489,7.2035600000e+02,1.1989600000e+01,8.3221000000e-02,3.3527600000e-09
ell1490,7.1763900000e+02,1.2045500000e+01,8.3155500000e-02,3.3488100000e-09
ell1491,7.1489900000e+02,1.2103900000e+01,8.3089400000e-02,3.3448700000e-09
ell1492,7.1214200000e+02,1.2164700000e+01,8.3022800000e-02,3.3409400000e-09
ell1493,7.0935300000e+02,1.2226500000e+01,8.2955500000e-02,3.3370100000e-09
ell1494,7.0654100000e+02,1.2290700000e+01,8.2887600000e-02,3.3331000000e-09
ell1495,7.0371100000e+02,1.2357500000e+01,8.2819200000e-02,3.3291800000e-09
ell1496,7.0085700000e+02,1.2426000000e+01,8.2750200000e-02,3.3252800000e-09
ell1497,6.9797800000e+02,1.2495500000e+01,8.2680600000e-02,3.3213800000e-09
ell1498,6.9508900000e+02,1.2567500000e+01,8.2610500000e-02,3.3174900000e-09
ell1499,6.9217600000e+02,1.2640600000e+01,8.2539700000e-02,3.3136000000e-09
ell1500,6.8924400000e+02,1.2716200000e+01,8.2468500000e-02,3.3097200000e-09
ell1501,6.8629500000e+02,1.2792800000e+01,8.2396700000e-02,3.3058500000e-09
ell1502,6.8332800000e+02,1.2871300000e+01,8.2324400000e-02,3.3019800000e-09
ell1503,6.8035000000e+02,1.2951600000e+01,8.2251500000e-02,3.2981200000e-09
ell1504,6.7735300000e+02,1.3032900000e+01,8.2178100000e-02,3.2942700000e-09
ell1505,6.7433900000e+02,1.3116100000e+01,8.2104200000e-02,3.2904200000e-09
ell1506,6.7131200000e+02,1.3200400000e+01,8.2029800000e-02,3.2865800000e-09
ell1507,6.6827500000e+02,1.3286500000e+01,8.1954900000e-02,3.2827400000e-09
ell1508,6.6522600000e+02,1.3373800000e+01,8.1879600000e-02,3.2789100000e-09
ell1509,6.6215800000e+02,1.3461400000e+01,8.1803700000e-02,3.2750900000e-09
ell1510,6.5909300000e+02,1.3551700000e+01,8.1727400000e-02,3.2712800000e-09
ell1511,6.5600100000e+02,1.3642300000e+01,8.1650600000e-02,3.2674700000e-09
ell1512,6.5290500000e+02,1.3734200000e+01,8.1573400000e-02,3.2636600000e-09
ell1513,6.4979600000e+02,1.3827200000e+01,8.1495700000e-02,3.2598700000e-09
ell1514,6.4668900000e+02,1.3922100000e+01,8.1417600000e-02,3.2560800000e-09
ell1515,6.4359200000e+02,1.4017500000e+01,8.1339100000e-02,3.2522900000e-09
ell1516,6.4046700000e+02,1.4113300000e+01,8.1260100000e-02,3.2485200000e-09
ell1517,6.3734400000e+02,1.4210300000e+01,8.1180800000e-02,3.2447500000e-09
ell1518,6.3421600000e+02,1.4308600000e+01,8.1101100000e-02,3.2409800000e-09
ell1519,6.3108100000e+02,1.4406600000e+01,8.1020900000e-02,3.2372200000e-09
ell1520,6.2795600000e+02,1.4505900000e+01,8.0940500000e-02,3.2334700000e-09
ell1521,6.2481600000e+02,1.4606400000e+01,8.0859600000e-02,3.2297200000e-09
ell1522,6.2167000000e+02,1.4706700000e+01,8.0778400000e-02,3.2259800000e-09
ell1523,6.1853200000e+02,1.4807600000e+01,8.0696900000e-02,3.2222500000e-09
ell1524,6.1538800000e+02,1.4909700000e+01,8.0615000000e-02,3.2185200000e-09
ell1525,6.1224400000e+02,1.5012500000e+01,8.0532800000e-02,3.2148000000e-09
ell1526,6.0910800000e+02,1.5115000000e+01,8.0450300000e-02,3.2110800000e-09
ell1527,6.0597100000e+02,1.5217400000e+01,8.0367500000e-02,3.2073700000e-09
ell1528,6.0283500000e+02,1.5321100000e+01,8.0284500000e-02,3.2036700000e-09
ell1529,5.9970600000e+02,1.5424700000e+01,8.0201100000e-02,3.1999700000e-09
ell1530,5.9658400000e+02,1.5528200000e+01,8.0117500000e-02,3.1962800000e-09
ell1531,5.9346100000e+02,1.5632300000e+01,8.0033600000e-02,3.1926000000e-09
ell1532,5.9035300000e+02,1.5737100000e+01,7.9949500000e-02,3.1889200000e-09
ell1533,5.8724300000e+02,1.5841000000e+01,7.9865200000e-02,3.1852500000e-09
ell1534,5.8414800000e+02,1.5945600000e+01,7.9780600000e-02,3.1815800000e-09
ell1535,5.8105800000e+02,1.6050200000e+01,7.9695900000e-02,3.1779200000e-09
ell1536,5.7797500000e+02,1.6154000000e+01,7.9610900000e-02,3.1742600000e-09
ell1537,5.7491200000e+02,1.6258500000e+01,7.9525800000e-02,3.1706100000e-09
ell1538,5.7186200000e+02,1.6362900000e+01,7.9440400000e-02,3.1669700000e-09
ell1539,5.6878800000e+02,1.6465900000e+01,7.9354900000e-02,3.1633300000e-09
ell1540,5.6574900000e+02,1.6568800000e+01,7.9269300000e-02,3.1597000000e-09
ell1541,5.6272300000e+02,1.6672600000e+01,7.9183500000e-02,3.1560800000e-09
ell1542,5.5970900000e+02,1.6775600000e+01,7.9097600000e-02,3.1524600000e-09
ell1543,5.5670000000e+02,1.6877100000e+01,7.9011600000e-02,3.1488500000e-09
ell1544,5.5371100000e+02,1.6979500000e+01,7.8925500000e-02,3.1452400000e-09
ell1545,5.5074100000e+02,1.7080400000e+01,7.8839200000e-02,3.1416400000e-09
ell1546,5.4777500000e+02,1.7180700000e+01,7.8752900000e-02,3.1380400000e-09
ell1547,5.4482800000e+02,1.7281100000e+01,7.8666500000e-02,3.1344500000e-09
ell1548,5.4190800000e+02,1.7380800000e+01,7.8580100000e-02,3.1308700000e-09
ell1549,5.3900000000e+02,1.7479100000e+01,7.8493600000e-02,3.1272900000e-09
ell1550,5.3611700000e+02,1.7576900000e+01,7.8407000000e-02,3.1237200000e-09
ell1551,5.3323800000e+02,1.7674000000e+01,7.8320500000e-02,3.1201600000e-09
ell1552,5.3039300000e+02,1.7769800000e+01,7.8233900000e-02,3.1166000000e-09
ell1553,5.2755800000e+02,1.7865700000e+01,7.8147300000e-02,3.1130400000e-09
ell1554,5.2474900000e+02,1.7961100000e+01,7.8060700000e-02,3.1094900000e-09
ell1555,5.2195000000e+02,1.8054400000e+01,7.7974100000e-02,3.1059500000e-09
ell1556,5.1918400000e+02,1.8146500000e+01,7.7887600000e-02,3.1024100000e-09
ell1557,5.1643500000e+02,1.8238000000e+01,7.7801000000e-02,3.0988800000e-09
ell1558,5.1371200000e+02,1.8328900000e+01,7.7714600000e-02,3.0953600000e-09
ell1559,5.1102100000e+02,1.8417200000e+01,7.7628200000e-02,3.0918400000e-09
ell1560,5.0834700000e+02,1.8505700000e+01,7.7541800000e-02,3.0883200000e-09
ell1561,5.0567500000e+02,1.8592200000e+01,7.7455500000e-02,3.0848100000e-09
