multipole_ell,TT,EE,BB,PP
ell2203,1.4129400000e+02,6.0117000000e+00,4.1695500000e-02,1.6339300000e-09
ell2204,1.4077500000e+02,6.0212300000e+00,4.1644700000e-02,1.6324900000e-09
ell2205,1.4027500000e+02,6.0303600000e+00,4.1593900000e-02,1.6310600000e-09
ell2206,1.3977300000e+02,6.0392500000e+00,4.1543200000e-02,1.6296300000e-09
ell2207,1.3927500000e+02,6.0478000000e+00,4.1492700000e-02,1.6282000000e-09
ell2208,1.3878900000e+02,6.0561200000e+00,4.1442200000e-02,1.6267700000e-09
ell2209,1.3830000000e+02,6.0639700000e+00,4.1391800000e-02,1.6253400000e-09
ell2210,1.3782300000e+02,6.0715100000e+00,4.1341500000e-02,1.6239200000e-09
ell2211,1.3735100000e+02,6.0788100000e+00,4.1291300000e-02,1.6224900000e-09
ell2212,1.3688300000e+02,6.0855900000e+00,4.1241200000e-02,1.6210700000e-09
ell2213,1.3642000000e+02,6.0921400000e+00,4.1191300000e-02,1.6196500000e-09
ell2214,1.3596200000e+02,6.0983200000e+00,4.1141400000e-02,1.6182300000e-09
ell2215,1.3550700000e+02,6.1042000000e+00,4.1091600000e-02,1.6168200000e-09
ell2216,1.3505700000e+02,6.1095700000e+00,4.1041900000e-02,1.6154000000e-09
ell2217,1.3461900000e+02,6.1146500000e+00,4.0992300000e-02,1.6139900000e-09
ell2218,1.3417800000e+02,6.1193000000e+00,4.0942800000e-02,1.6125800000e-09
ell2219,1.3375700000e+02,6.1235800000e+00,4.0893400000e-02,1.6111700000e-09
ell2220,1.3333200000e+02,6.1275900000e+00,4.0844200000e-02,1.6097600000e-09
ell2221,1.3290400000e+02,6.1311700000e+00,4.0795000000e-02,1.6083500000e-09
ell2222,1.3249600000e+02,6.1343200000e+00,4.0746000000e-02,1.6069500000e-09
ell2223,1.3209200000e+02,6.1370500000e+00,4.0697000000e-02,1.6055400000e-09
ell2224,1.3168500000e+02,6.1395100000e+00,4.0648200000e-02,1.6041400000e-09
ell2225,1.3128200000e+02,6.1415500000e+00,4.0599500000e-02,1.6027400000e-09
ell2226,1.3089200000e+02,6.1431000000e+00,4.0550900000e-02,1.6013400000e-09
ell2227,1.3050500000e+02,6.1443100000e+00,4.0502400000e-02,1.5999500000e-09
ell2228,1.3012300000e+02,6.1450300000e+00,4.0454000000e-02,1.5985500000e-09
ell2229,1.2975300000e+02,6.1454100000e+00,4.0405700000e-02,1.5971600000e-09
ell2230,1.2938000000e+02,6.1453800000e+00,4.0357500000e-02,1.5957700000e-09
ell2231,1.2901900000e+02,6.1449400000e+00,4.0309500000e-02,1.5943800000e-09
ell2232,1.2865500000e+02,6.1441000000e+00,4.0261600000e-02,1.5929900000e-09
ell2233,1.2830300000e+02,6.1428400000e+00,4.0213800000e-02,1.5916000000e-09
ell2234,1.2796300000e+02,6.1411800000e+00,4.0166100000e-02,1.5902100000e-09
ell2235,1.2762700000e+02,6.1391900000e+00,4.0118500000e-02,1.5888300000e-09
ell2236,1.2729600000e+02,6.1367200000e+00,4.0071000000e-02,1.5874500000e-09
ell2237,1.2696200000e+02,6.1337700000e+00,4.0023700000e-02,1.5860700000e-09
ell2238,1.2663200000e+02,6.1305000000e+00,3.9976500000e-02,1.5846900000e-09
ell2239,1.2631500000e+02,6.1268200000e+00,3.9929400000e-02,1.5833100000e-09
ell2240,1.2598700000e+02,6.1227300000e+00,3.9882400000e-02,1.5819400000e-09
ell2241,1.2567100000e+02,6.1181700000e+00,3.9835600000e-02,1.5805600000e-09
ell2242,1.2537500000e+02,6.1132000000e+00,3.9788900000e-02,1.5791900000e-09
ell2243,1.2509800000e+02,6.1078300000e+00,3.9742300000e-02,1.5778200000e-09
ell2244,1.2480400000e+02,6.1020600000e+00,3.9695800000e-02,1.5764500000e-09
ell2245,1.2451500000e+02,6.0958100000e+00,3.9649500000e-02,1.5750800000e-09
ell2246,1.2423000000e+02,6.0892200000e+00,3.9603200000e-02,1.5737100000e-09
ell2247,1.2395800000e+02,6.0822400000e+00,3.9557100000e-02,1.5723500000e-09
ell2248,1.2368300000e+02,6.0747700000e+00,3.9511200000e-02,1.5709900000e-09
ell2249,1.2341300000e+02,6.0669600000e+00,3.9465300000e-02,1.5696200000e-09
ell2250,1.2315500000e+02,6.0586800000e+00,3.9419600000e-02,1.5682600000e-09
ell2251,1.2289400000e+02,6.0500600000e+00,3.9374000000e-02,1.5669000000e-09
ell2252,1.2263900000e+02,6.0409500000e+00,3.9328600000e-02,1.5655500000e-09
ell2253,1.2239600000e+02,6.0315100000e+00,3.9283200000e-02,1.5641900000e-09
ell2254,1.2215800000e+02,6.0216600000e+00,3.9238000000e-02,1.5628400000e-09
ell2255,1.2191800000e+02,6.0114700000e+00,3.9193000000e-02,1.5614900000e-09
ell2256,1.2169000000e+02,6.0007900000e+00,3.9148000000e-02,1.5601400000e-09
ell2257,1.2146000000e+02,5.9897600000e+00,3.9103200000e-02,1.5587900000e-09
ell2258,1.2123400000e+02,5.9783300000e+00,3.9058500000e-02,1.5574400000e-09
ell2259,1.2102200000e+02,5.9664700000e+00,3.9014000000e-02,1.5560900000e-09
ell2260,1.2080700000e+02,5.9542700000e+00,3.8969500000e-02,1.5547500000e-09
ell2261,1.2059800000e+02,5.9416400000e+00,3.8925200000e-02,1.5534000000e-09
ell2262,1.2039300000e+02,5.9287400000e+00,3.8881100000e-02,1.5520600000e-09
ell2263,1.2019400000e+02,5.9154200000e+00,3.8837000000e-02,1.5507200000e-09
ell2264,1.1999300000e+02,5.9016700000e+00,3.8793100000e-02,1.5493800000e-09
ell2265,1.1979000000e+02,5.8876300000e+00,3.8749300000e-02,1.5480500000e-09
ell2266,1.1960000000e+02,5.8732500000e+00,3.8705700000e-02,1.5467100000e-09
ell2267,1.1942200000e+02,5.8585000000e+00,3.8662200000e-02,1.5453800000e-09
ell2268,1.1924300000e+02,5.8433100000e+00,3.8618800000e-02,1.5440500000e-09
ell2269,1.1906100000e+02,5.8278400000e+00,3.8575500000e-02,1.5427200000e-09
ell2270,1.1888500000e+02,5.8120700000e+00,3.8532300000e-02,1.5413900000e-09
ell2271,1.1872200000e+02,5.7959300000e+00,3.8489300000e-02,1.5400600000e-09
ell2272,1.1855800000e+02,5.7795000000e+00,3.8446400000e-02,1.5387300000e-09
ell2273,1.1839100000e+02,5.7625400000e+00,3.8403600000e-02,1.5374100000e-09
ell2274,1.1823800000e+02,5.7453500000e+00,3.8361000000e-02,1.5360800000e-09
ell2275,1.1807600000e+02,5.7279300000e+00,3.8318400000e-02,1.5347600000e-09
ell2276,1.1793400000e+02,5.7101300000e+00,3.8276000000e-02,1.5334400000e-09
ell2277,1.1779100000e+02,5.6920100000e+00,3.8233700000e-02,1.5321200000e-09
ell2278,1.1763800000e+02,5.6736500000e+00,3.8191500000e-02,1.5308100000e-09
ell2279,1.1749900000e+02,5.6549000000e+00,3.8149400000e-02,1.5294900000e-09
ell2280,1.1735900000e+02,5.6359700000e+00,3.8107500000e-02,1.5281800000e-09
ell2281,1.1722500000e+02,5.6165700000e+00,3.8065600000e-02,1.5268600000e-09
ell2282,1.1708900000e+02,5.5970700000e+00,3.8023900000e-02,1.5255500000e-09
ell2283,1.1695200000e+02,5.5771500000e+00,3.7982300000e-02,1.5242400000e-09
ell2284,1.1682800000e+02,5.5571300000e+00,3.7940700000e-02,1.5229400000e-09
ell2285,1.1670400000e+02,5.5367600000e+00,3.7899300000e-02,1.5216300000e-09
ell2286,1.1656300000e+02,5.5160500000e+00,3.7858000000e-02,1.5203200000e-09
ell2287,1.1642900000e+02,5.4952100000e+00,3.7816800000e-02,1.5190200000e-09
ell2288,1.1632300000e+02,5.4740300000e+00,3.7775700000e-02,1.5177200000e-09
ell2289,1.1620100000e+02,5.4527100000e+00,3.7734700000e-02,1.5164200000e-09
ell2290,1.1608600000e+02,5.4310300000e+00,3.7693800000e-02,1.5151200000e-09
ell2291,1.1598500000e+02,5.4091300000e+00,3.7653000000e-02,1.5138200000e-09
ell2292,1.1589800000e+02,5.3870900000e+00,3.7612300000e-02,1.5125200000e-09
ell2293,1.1578800000e+02,5.3647600000e+00,3.7571700000e-02,1.5112300000e-09
ell2294,1.1568400000e+02,5.3422700000e+00,3.7531200000e-02,1.5099400000e-09
ell2295,1.1558700000e+02,5.3194000000e+00,3.7490700000e-02,1.5086400000e-09
ell2296,1.1547500000e+02,5.2966000000e+00,3.7450400000e-02,1.5073500000e-09
ell2297,1.1538500000e+02,5.2734800000e+00,3.7410100000e-02,1.5060600000e-09
ell2298,1.1529400000e+02,5.2502600000e+00,3.7370000000e-02,1.5047800000e-09
ell2299,1.1519500000e+02,5.2268000000e+00,3.7329900000e-02,1.5034900000e-09
ell2300,1.1511000000e+02,5.2030800000e+00,3.7289900000e-02,1.5022100000e-09
ell2301,1.1500300000e+02,5.1792600000e+00,3.7250000000e-02,1.5009200000e-09
ell2302,1.1491000000e+02,5.1554000000e+00,3.7210200000e-02,1.4996400000e-09
ell2303,1.1483200000e+02,5.1311900000e+00,3.7170400000e-02,1.4983600000e-09
ell2304,1.1473900000e+02,5.1069400000e+00,3.7130800000e-02,1.4970800000e-09
ell2305,1.1465400000e+02,5.0825700000e+00,3.7091200000e-02,1.4958100000e-09
ell2306,1.1456800000e+02,5.0579900000e+00,3.7051700000e-02,1.4945300000e-09
ell2307,1.1446000000e+02,5.0333500000e+00,3.7012200000e-02,1.4932600000e-09
ell2308,1.1438100000e+02,5.0085700000e+00,3.6972900000e-02,1.4919800000e-09
ell2309,1.1431800000e+02,4.9836400000e+00,3.6933600000e-02,1.4907100000e-09
ell2310,1.1423900000e+02,4.9587200000e+00,3.6894400000e-02,1.4894400000e-09
ell2311,1.1415400000e+02,4.9335000000e+00,3.6855200000e-02,1.4881700000e-09
ell2312,1.1407600000e+02,4.9083400000e+00,3.6816200000e-02,1.4869100000e-09
ell2313,1.1399100000e+02,4.8831000000e+00,3.6777200000e-02,1.4856400000e-09
ell2314,1.1391400000e+02,4.8577700000e+00,3.6738200000e-02,1.4843800000e-09
ell2315,1.1383700000e+02,4.8323400000e+00,3.6699400000e-02,1.4831100000e-09
ell2316,1.1375300000e+02,4.8068800000e+00,3.6660600000e-02,1.4818500000e-09
ell2317,1.1367700000e+02,4.7813900000e+00,3.6621900000e-02,1.4805900000e-09
ell2318,1.1360100000e+02,4.7557900000e+00,3.6583200000e-02,1.4793300000e-09
ell2319,1.1351900000e+02,4.7301600000e+00,3.6544600000e-02,1.4780800000e-09
ell2320,1.1344400000e+02,4.7045500000e+00,3.6506100000e-02,1.4768200000e-09
ell2321,1.1337800000e+02,4.6788200000e+00,3.6467600000e-02,1.4755700000e-09
ell2322,1.1329800000e+02,4.6531800000e+00,3.6429200000e-02,1.4743100000e-09
ell2323,1.1321000000e+02,4.6274100000e+00,3.6390900000e-02,1.4730600000e-09
ell2324,1.1313900000e+02,4.6018000000e+00,3.6352600000e-02,1.4718100000e-09
ell2325,1.1306100000e+02,4.5760500000e+00,3.6314400000e-02,1.4705600000e-09
ell2326,1.1298300000e+02,4.5503700000e+00,3.6276200000e-02,1.4693200000e-09
ell2327,1.1290700000e+02,4.5245500000e+00,3.6238100000e-02,1.4680700000e-09
ell2328,1.1284600000e+02,4.4989400000e+00,3.6200000000e-02,1.4668300000e-09
ell2329,1.1277200000e+02,4.4732400000e+00,3.6162000000e-02,1.4655800000e-09
ell2330,1.1269100000e+02,4.4476000000e+00,3.6124100000e-02,1.4643400000e-09
ell2331,1.1260300000e+02,4.4220900000e+00,3.6086200000e-02,1.4631000000e-09
ell2332,1.1252400000e+02,4.3965600000e+00,3.6048400000e-02,1.4618600000e-09
ell2333,1.1244700000e+02,4.3710700000e+00,3.6010600000e-02,1.4606200000e-09
ell2334,1.1234800000e+02,4.3454700000e+00,3.5972800000e-02,1.4593900000e-09
ell2335,1.1226500000e+02,4.3201300000e+00,3.5935100000e-02,1.4581500000e-09
ell2336,1.1218300000e+02,4.2947500000e+00,3.5897500000e-02,1.4569200000e-09
ell2337,1.1209500000e+02,4.2695500000e+00,3.5859900000e-02,1.4556900000e-09
ell2338,1.1200800000e+02,4.2444400000e+00,3.5822300000e-02,1.4544600000e-09
ell2339,1.1191600000e+02,4.2192800000e+00,3.5784800000e-02,1.4532300000e-09
ell2340,1.1182400000e+02,4.1942800000e+00,3.5747300000e-02,1.4520000000e-09
ell2341,1.1174900000e+02,4.1694400000e+00,3.5709900000e-02,1.4507700000e-09
ell2342,1.1165300000e+02,4.1446100000e+00,3.5672500000e-02,1.4495500000e-09
ell2343,1.1155800000e+02,4.1199300000e+00,3.5635100000e-02,1.4483300000e-09
ell2344,1.1146500000e+02,4.0953200000e+00,3.5597800000e-02,1.4471000000e-09
ell2345,1.1137300000e+02,4.0709300000e+00,3.5560500000e-02,1.4458800000e-09
ell2346,1.1128200000e+02,4.0466800000e+00,3.5523200000e-02,1.4446600000e-09
ell2347,1.1119300000e+02,4.0225000000e+00,3.5485900000e-02,1.4434400000e-09
ell2348,1.1109100000e+02,3.9985100000e+00,3.5448700000e-02,1.4422300000e-09
ell2349,1.1100500000e+02,3.9745900000e+00,3.5411500000e-02,1.4410100000e-09
ell2350,1.1089100000e+02,3.9508600000e+00,3.5374300000e-02,1.4398000000e-09
ell2351,1.1077900000e+02,3.9272500000e+00,3.5337200000e-02,1.4385800000e-09
ell2352,1.1067600000e+02,3.9038400000e+00,3.5300000000e-02,1.4373700000e-09
ell2353,1.1056700000e+02,3.8805300000e+00,3.5262900000e-02,1.4361600000e-09
ell2354,1.1046700000e+02,3.8574900000e+00,3.5225800000e-02,1.4349500000e-09
ell2355,1.1035400000e+02,3.8345600000e+00,3.5188700000e-02,1.4337500000e-09
ell2356,1.1024200000e+02,3.8118700000e+00,3.5151600000e-02,1.4325400000e-09
ell2357,1.1012500000e+02,3.7892900000e+00,3.5114500000e-02,1.4313400000e-09
ell2358,1.1001000000e+02,3.7668000000e+00,3.5077400000e-02,1.4301300000e-09
ell2359,1.0988900000e+02,3.7445500000e+00,3.5040400000e-02,1.4289300000e-09
ell2360,1.0977000000e+02,3.7226200000e+00,3.5003300000e-02,1.4277300000e-09
ell2361,1.0965300000e+02,3.7008500000e+00,3.4966200000e-02,1.4265300000e-09
ell2362,1.0953000000e+02,3.6792300000e+00,3.4929200000e-02,1.4253300000e-09
ell2363,1.0940200000e+02,3.6578500000e+00,3.4892100000e-02,1.4241300000e-09
ell2364,1.0927500000e+02,3.6366200000e+00,3.4855000000e-02,1.4229400000e-09
ell2365,1.0915100000e+02,3.6157600000e+00,3.4817900000e-02,1.4217400000e-09
ell2366,1.0901300000e+02,3.5949700000e+00,3.4780900000e-02,1.4205500000e-09
ell2367,1.0888500000e+02,3.5744000000e+00,3.4743800000e-02,1.4193600000e-09
ell2368,1.0875200000e+02,3.5540500000e+00,3.4706700000e-02,1.4181700000e-09
ell2369,1.0861300000e+02,3.5340600000e+00,3.4669600000e-02,1.4169800000e-09
ell2370,1.0846800000e+02,3.5141300000e+00,3.4632500000e-02,1.4157900000e-09
ell2371,1.0833300000e+02,3.4945600000e+00,3.4595400000e-02,1.4146100000e-09
ell2372,1.0819300000e+02,3.4751300000e+00,3.4558200000e-02,1.4134200000e-09
ell2373,1.0804000000e+02,3.4560400000e+00,3.4521100000e-02,1.4122400000e-09
ell2374,1.0789600000e+02,3.4371600000e+00,3.4483900000e-02,1.4110600000e-09
ell2375,1.0773900000e+02,3.4185500000e+00,3.4446800000e-02,1.4098700000e-09
ell2376,1.0759200000e+02,3.4001400000e+00,3.4409600000e-02,1.4087000000e-09
ell2377,1.0743200000e+02,3.3820000000e+00,3.4372400000e-02,1.4075200000e-09
ell2378,1.0728200000e+02,3.3641300000e+00,3.4335200000e-02,1.4063400000e-09
ell2379,1.0711900000e+02,3.3465300000e+00,3.4298000000e-02,1.4051600000e-09
ell2380,1.0696500000e+02,3.3291200000e+00,3.4260700000e-02,1.4039900000e-09
ell2381,1.0680600000e+02,3.3119700000e+00,3.4223500000e-02,1.4028200000e-09
ell2382,1.0664200000e+02,3.2951700000e+00,3.4186200000e-02,1.4016400000e-09
ell2383,1.0647200000e+02,3.2785400000e+00,3.4149000000e-02,1.4004700000e-09
ell2384,1.0630500000e+02,3.2622600000e+00,3.4111700000e-02,1.3993000000e-09
ell2385,1.0613200000e+02,3.2461600000e+00,3.4074400000e-02,1.3981400000e-09
ell2386,1.0596100000e+02,3.2303900000e+00,3.4037100000e-02,1.3969700000e-09
ell2387,1.0578400000e+02,3.2148000000e+00,3.3999800000e-02,1.3958000000e-09
ell2388,1.0560300000e+02,3.1996900000e+00,3.3962400000e-02,1.3946400000e-09
ell2389,1.0542300000e+02,3.1846100000e+00,3.3925100000e-02,1.3934800000e-09
ell2390,1.0524600000e+02,3.1699400000e+00,3.3887700000e-02,1.3923100000e-09
ell2391,1.0505500000e+02,3.1555900000e+00,3.3850400000e-02,1.3911500000e-09
ell2392,1.0486700000e+02,3.1414300000e+00,3.3813000000e-02,1.3899900000e-09
ell2393,1.0468800000e+02,3.1275100000e+00,3.3775600000e-02,1.3888400000e-09
ell2394,1.0448900000e+02,3.1139200000e+00,3.3738200000e-02,1.3876800000e-09
ell2395,1.0429900000e+02,3.1006600000e+00,3.3700800000e-02,1.3865200000e-09
ell2396,1.0410300000e+02,3.0876500000e+00,3.3663400000e-02,1.3853700000e-09
ell2397,1.0391000000e+02,3.0748900000e+00,3.3625900000e-02,1.3842200000e-09
ell2398,1.0370300000e+02,3.0624500000e+00,3.3588500000e-02,1.3830700000e-09
ell2399,1.0351400000e+02,3.0502000000e+00,3.3551100000e-02,1.3819100000e-09
ell2400,1.0331100000e+02,3.0383400000e+00,3.3513600000e-02,1.3807700000e-09
ell2401,1.0310300000e+02,3.0267300000e+00,3.3476100000e-02,1.3796200000e-09
ell2402,1.0290400000e+02,3.0153700000e+00,3.3438700000e-02,1.3784700000e-09
ell2403,1.0269200000e+02,3.0042600000e+00,3.3401200000e-02,1.3773300000e-09
ell2404,1.0248200000e+02,2.9935500000e+00,3.3363700000e-02,1.3761800000e-09
ell2405,1.0226600000e+02,2.9830200000e+00,3.3326200000e-02,1.3750400000e-09
ell2406,1.0205900000e+02,2.9728100000e+00,3.3288700000e-02,1.3739000000e-09
ell2407,1.0184000000e+02,2.9629300000e+00,3.3251100000e-02,1.3727600000e-09
ell2408,1.0162200000e+02,2.9533000000e+00,3.3213600000e-02,1.3716200000e-09
ell2409,1.0139800000e+02,2.9438400000e+00,3.3176000000e-02,1.3704800000e-09
ell2410,1.0118300000e+02,2.9347900000e+00,3.3138500000e-02,1.3693400000e-09
ell2411,1.0096200000e+02,2.9259100000e+00,3.3100900000e-02,1.3682100000e-09
ell2412,1.0072900000e+02,2.9173600000e+00,3.3063300000e-02,1.3670700000e-09
ell2413,1.0050400000e+02,2.9090600000e+00,3.3025700000e-02,1.3659400000e-09
ell2414,1.0027300000e+02,2.9010200000e+00,3.2988100000e-02,1.3648100000e-09
ell2415,1.0004400000e+02,2.8932300000e+00,3.2950500000e-02,1.3636800000e-09
ell2416,9.9816500000e+01,2.8857700000e+00,3.2912900000e-02,1.3625500000e-09
ell2417,9.9582900000e+01,2.8785000000e+00,3.2875200000e-02,1.3614200000e-09
ell2418,9.9350800000e+01,2.8714800000e+00,3.2837500000e-02,1.3602900000e-09
ell2419,9.9112700000e+01,2.8646500000e+00,3.2799900000e-02,1.3591700000e-09
ell2420,9.8876000000e+01,2.8582200000e+00,3.2762100000e-02,1.3580400000e-09
ell2421,9.8633200000e+01,2.8519900000e+00,3.2724400000e-02,1.3569200000e-09
ell2422,9.8399200000e+01,2.8460100000e+00,3.2686700000e-02,1.3558000000e-09
ell2423,9.8151700000e+01,2.8403100000e+00,3.2648900000e-02,1.3546800000e-09
ell2424,9.7905500000e+01,2.8347900000e+00,3.2611100000e-02,1.3535600000e-09
ell2425,9.7667900000e+01,2.8296900000e+00,3.2573300000e-02,1.3524400000e-09
ell2426,9.7416700000e+01,2.8247200000e+00,3.2535500000e-02,1.3513200000e-09
ell2427,9.7166800000e+01,2.8199400000e+00,3.2497700000e-02,1.3502100000e-09
ell2428,9.6925400000e+01,2.8155000000e+00,3.2459800000e-02,1.3490900000e-09
ell2429,9.6670300000e+01,2.8111300000e+00,3.2421900000e-02,1.3479800000e-09
ell2430,9.6423800000e+01,2.8071700000e+00,3.2384000000e-02,1.3468700000e-09
ell2431,9.6163600000e+01,2.8034300000e+00,3.2346100000e-02,1.3457600000e-09
ell2432,9.5919200000e+01,2.7998100000e+00,3.2308100000e-02,1.3446500000e-09
ell2433,9.5653600000e+01,2.7964800000e+00,3.2270100000e-02,1.3435400000e-09
ell2434,9.5403900000e+01,2.7932900000e+00,3.2232100000e-02,1.3424300000e-09
ell2435,9.5147700000e+01,2.7903900000e+00,3.2194100000e-02,1.3413200000e-09
ell2436,9.4892500000e+01,2.7877000000e+00,3.2156100000e-02,1.3402200000e-09
ell2437,9.4638200000e+01,2.7852400000e+00,3.2118000000e-02,1.3391200000e-09
ell2438,9.4377300000e+01,2.7829200000e+00,3.2079900000e-02,1.3380100000e-09
ell2439,9.4117300000e+01,2.7809000000e+00,3.2041800000e-02,1.3369100000e-09
ell2440,9.3865600000e+01,2.7790400000e+00,3.2003700000e-02,1.3358100000e-09
ell2441,9.3599800000e+01,2.7773300000e+00,3.1965500000e-02,1.3347100000e-09
ell2442,9.3342300000e+01,2.7759300000e+00,3.1927400000e-02,1.3336100000e-09
ell2443,9.3078000000e+01,2.7746900000e+00,3.1889200000e-02,1.3325200000e-09
ell2444,9.2814400000e+01,2.7736200000e+00,3.1851000000e-02,1.3314200000e-09
ell2445,9.2551600000e+01,2.7727800000e+00,3.1812800000e-02,1.3303300000e-09
ell2446,9.2289300000e+01,2.7720500000e+00,3.1774600000e-02,1.3292300000e-09
ell2447,9.2027700000e+01,2.7714900000e+00,3.1736300000e-02,1.3281400000e-09
ell2448,9.1759200000e+01,2.7711000000e+00,3.1698100000e-02,1.3270500000e-09
ell2449,9.1498800000e+01,2.7710400000e+00,3.1659800000e-02,1.3259600000e-09
ell2450,9.1231300000e+01,2.7710900000e+00,3.1621600000e-02,1.3248700000e-09
ell2451,9.0964400000e+01,2.7711800000e+00,3.1583300000e-02,1.3237800000e-09
ell2452,9.0690500000e+01,2.7715400000e+00,3.1545000000e-02,1.3227000000e-09
ell2453,9.0431800000e+01,2.7720100000e+00,3.1506800000e-02,1.3216100000e-09
ell2454,9.0166100000e+01,2.7726700000e+00,3.1468500000e-02,1.3205300000e-09
ell2455,8.9900800000e+01,2.7734600000e+00,3.1430200000e-02,1.3194500000e-09
ell2456,8.9635700000e+01,2.7744500000e+00,3.1392000000e-02,1.3183600000e-09
ell2457,8.9370900000e+01,2.7755700000e+00,3.1353700000e-02,1.3172800000e-09
ell2458,8.9098900000e+01,2.7767500000e+00,3.1315400000e-02,1.3162000000e-09
ell2459,8.8842000000e+01,2.7781400000e+00,3.1277200000e-02,1.3151300000e-09
ell2460,8.8577800000e+01,2.7796000000e+00,3.1238900000e-02,1.3140500000e-09
ell2461,8.8306300000e+01,2.7811900000e+00,3.1200700000e-02,1.3129700000e-09
ell2462,8.8049700000e+01,2.7830100000e+00,3.1162500000e-02,1.3119000000e-09
ell2463,8.7785800000e+01,2.7848300000e+00,3.1124300000e-02,1.3108200000e-09
ell2464,8.7521800000e+01,2.7867200000e+00,3.1086100000e-02,1.3097500000e-09
ell2465,8.7265300000e+01,2.7887700000e+00,3.1047900000e-02,1.3086800000e-09
ell2466,8.7001200000e+01,2.7910600000e+00,3.1009800000e-02,1.3076100000e-09
ell2467,8.6737100000e+01,2.7933500000e+00,3.0971700000e-02,1.3065400000e-09
ell2468,8.6472800000e+01,2.7956600000e+00,3.0933600000e-02,1.3054700000e-09
ell2469,8.6208300000e+01,2.7981500000e+00,3.0895500000e-02,1.3044100000e-09
ell2470,8.5943600000e+01,2.8007200000e+00,3.0857400000e-02,1.3033400000e-09
ell2471,8.5686000000e+01,2.8033300000e+00,3.0819400000e-02,1.3022800000e-09
ell2472,8.5428200000e+01,2.8060300000e+00,3.0781400000e-02,1.3012100000e-09
ell2473,8.5170000000e+01,2.8088400000e+00,3.0743400000e-02,1.3001500000e-09
ell2474,8.4911500000e+01,2.8117700000e+00,3.0705500000e-02,1.2990900000e-09
ell2475,8.4652500000e+01,2.8147300000e+00,3.0667500000e-02,1.2980300000e-09
ell2476,8.4400500000e+01,2.8177300000e+00,3.0629600000e-02,1.2969700000e-09
ell2477,8.4140600000e+01,2.8207800000e+00,3.0591800000e-02,1.2959100000e-09
ell2478,8.3887500000e+01,2.8238800000e+00,3.0553900000e-02,1.2948500000e-09
ell2479,8.3626500000e+01,2.8270200000e+00,3.0516100000e-02,1.2938000000e-09
ell2480,8.3379800000e+01,2.8302300000e+00,3.0478400000e-02,1.2927400000e-09
ell2481,8.3117600000e+01,2.8334900000e+00,3.0440600000e-02,1.2916900000e-09
ell2482,8.2869600000e+01,2.8367400000e+00,3.0402900000e-02,1.2906400000e-09
ell2483,8.2613400000e+01,2.8401200000e+00,3.0365200000e-02,1.2895900000e-09
ell2484,8.2361700000e+01,2.8434300000e+00,3.0327600000e-02,1.2885400000e-09
ell2485,8.2115200000e+01,2.8468800000e+00,3.0289900000e-02,1.2874900000e-09
