Z,N,A,element,mass_excess_keV,binding_per_A_keV,binding_per_A_unc_keV,is_stable,halflife_s,primary_decay,isotopic_abundance,binding_total_keV
61,100,161,Pm,-50086.589,8085.9977,0.0561,False,1.05,B-,,1301845.6297
62,99,161,Sm,-56672.043,8122.0418,0.0423,False,4.8,B-,,1307648.7298
63,98,161,Eu,-61791.601,8148.981,0.0646,False,26.2,B-,,1311985.9409999999
64,97,161,Gd,-65506.142,8167.1934,0.0093,False,218.76,B-,,1314918.1374000001
65,96,161,Tb,-67461.778,8174.4809,0.0076,False,600307.2000000001,B-,,1316091.4249
66,95,161,Dy,-68055.494,8173.3093,0.0043,True,1e+30,IS,18.889,1315902.7973
67,94,161,Ho,-67196.294,8163.1134,0.0134,False,8928.0,EC,,1314261.2574
68,93,161,Er,-65201.298,8145.8628,0.0545,False,11556.0,B+,,1311483.9108
69,92,161,Tm,-61898.715,8120.4906,0.1736,False,1812.0,B+,,1307398.9866
70,91,161,Yb,-57834.248,8090.3861,0.0938,False,252.0,B+,,1302552.1620999998
71,90,161,Lu,-52562.349,8052.7821,0.1736,False,77.0,B+,,1296497.9181000001
72,89,161,Hf,-46315.817,8009.1245,0.1457,False,18.4,B+,,1289469.0445
73,88,161,Ta,-38778.575,7957.45,0.1514,False,3.0,B+ ?,,1281149.45
74,87,161,W,-30507.0,7901.0,1.0,False,0.40900000000000003,A,,1272061.0
75,86,161,Re,-20842.82,7836.3292,0.9311,False,0.00043999999999999996,p~100,,1261649.0012
76,85,161,Os,-10196.0,7765.0,2.0,False,0.0006399999999999999,A~100,,1250165.0
60,102,162,Nd,-39010.0,8022.0,2.0,False,0.31,B-,,1299564.0
61,101,162,Pm,-46040.0,8061.0,2.0,False,0.63,B-,,1305882.0
62,100,162,Sm,-54379.053,8107.5745,0.0218,False,2.7,B-,,1313427.069
63,99,162,Eu,-58722.944,8129.5593,0.0081,False,10.0,B-,,1316988.6066
64,98,162,Gd,-64280.72,8159.0373,0.0245,False,504.0,B-,,1321764.0426
65,97,162,Tb,-65879.548,8164.0773,0.0127,False,456.0,B-,,1322580.5226
66,96,162,Dy,-68181.169,8173.4555,0.0043,True,1e+30,IS,25.475,1324099.791
67,95,162,Ho,-66040.563,8155.4126,0.0192,False,900.0,B+,,1321176.8412
68,94,162,Er,-66334.21,8152.3959,0.0047,True,1e+30,IS,0.139,1320688.1358
69,93,162,Tm,-61477.482,8117.5868,0.1609,False,1302.0,B+,,1315049.0616
70,92,162,Yb,-59821.163,8102.5333,0.0932,False,1132.2,B+,,1312610.3946
71,91,162,Lu,-52831.759,8054.5596,0.4632,False,82.2,B+,,1304838.6552
72,90,162,Hf,-49168.426,8027.1171,0.0553,False,39.4,B+,,1300392.9702
73,89,162,Ta,-39781.405,7964.3432,0.3909,False,3.57,B+,,1290223.5984
74,88,162,W,-33999.217,7923.8214,0.109,False,1.19,B+ ?,,1283659.0668
75,87,162,Re,-22453.0,7848.0,1.0,False,0.107,A,,1271376.0
76,86,162,Os,-14500.0,7794.0,2.0,False,0.0021000000000000003,A,,1262628.0
60,103,163,Nd,-34080.0,7992.0,3.0,False,0.08,B- ?,,1302696.0
61,102,163,Pm,-42960.0,8042.0,2.0,False,0.255,B-,,1310846.0
62,101,163,Sm,-50599.612,8084.1653,0.0451,False,1.3,B-,,1317718.9438999998
63,100,163,Eu,-56573.819,8116.0172,0.0056,False,7.7,B-,,1322910.8036
64,99,163,Gd,-61388.591,8140.756,0.0049,False,68.0,B-,,1326943.2280000001
65,98,163,Tb,-64595.754,8155.6322,0.0249,False,1170.0,B-,,1329368.0486
66,97,163,Dy,-66380.858,8161.784,0.0043,True,1e+30,IS,24.896,1330370.792
67,96,163,Ho,-66378.027,8156.967,0.0043,False,144229200000.0,EC,,1329585.621
68,95,163,Er,-65167.413,8144.7403,0.0284,False,4500.0,B+,,1327592.6689000002
69,94,163,Tm,-62728.413,8124.9774,0.0338,False,6516.0,B+,,1324371.3162
70,93,163,Yb,-59293.878,8099.1069,0.0927,False,663.0,B+,,1320154.4246999999
71,92,163,Lu,-54791.415,8066.6848,0.1714,False,238.20000000000002,B+,,1314869.6224
72,91,163,Hf,-49269.32,8028.0072,0.1576,False,40.0,B+,,1308565.1736
73,90,163,Ta,-42534.634,7981.8905,0.2335,False,10.6,B+~100,,1301048.1515000002
74,89,163,W,-34908.439,7930.3043,0.3584,False,2.63,B+ ?,,1292639.6009
75,88,163,Re,-26002.253,7870.8655,0.1137,False,0.39,B+ ?,,1282951.0765
76,87,163,Os,-16336.0,7807.0,2.0,False,0.0057,A~100,,1272541.0
77,86,163,Ir,-5310.0,7734.0,2.0,False,,p ?,,1260642.0
61,103,164,Pm,-38360.0,8014.0,2.0,False,0.3,B- ?,,1314296.0
62,102,164,Sm,-47925.314,8067.7803,0.025,False,1.43,B-,,1323115.9692000002
63,101,164,Eu,-53232.146,8095.3686,0.0126,False,4.16,B-,,1327640.4504
64,100,164,Gd,-59693.688,8129.9978,0.0061,False,45.0,B-,,1333319.6392
65,99,164,Tb,-62104.983,8139.9304,0.0114,False,180.0,B-,,1334948.5856
66,98,164,Dy,-65967.649,8158.7129,0.0042,True,1e+30,IS,28.26,1338028.9156000002
67,97,164,Ho,-64980.517,8147.9234,0.0085,False,1728.0,EC,,1336259.4375999998
68,96,164,Er,-65942.573,8149.0191,0.0043,True,1e+30,IS,1.601,1336439.1324
69,95,164,Tm,-61908.943,8119.6534,0.1525,False,120.0,B+,,1331623.1576
70,94,164,Yb,-61012.171,8109.4149,0.0921,False,4548.0,EC,,1329944.0436
71,93,164,Lu,-54642.376,8065.8043,0.1704,False,188.4,B+,,1322791.9052
72,92,164,Hf,-51818.356,8043.8142,0.0964,False,111.0,B+,,1319185.5288
73,91,164,Ta,-43282.805,7986.9978,0.1704,False,14.2,B+,,1309867.6392
74,90,164,W,-38235.555,7951.4515,0.059,False,6.3,B+,,1304038.046
75,89,164,Re,-27472.441,7881.0523,0.3326,False,0.719,A,,1292492.5772
76,88,164,Os,-20424.723,7833.308,0.914,False,0.021,A,,1284662.512
77,87,164,Ir,-7483.0,7750.0,2.0,False,0.001,p ?,,1271000.0
61,104,165,Pm,-34670.0,7992.0,3.0,False,0.26,B- ?,,1318680.0
62,103,165,Sm,-43510.0,8041.0,2.0,False,0.98,B-,,1326765.0
63,102,165,Eu,-50729.103,8080.0529,0.0316,False,2.53,B-,,1333208.7285
64,101,165,Gd,-56525.782,8110.4428,0.0079,False,11.6,B-,,1338223.062
65,100,165,Tb,-60588.849,8130.3259,0.0093,False,126.6,B-,,1341503.7735
66,99,165,Dy,-63612.289,8143.9083,0.0042,False,8395.199999999999,B-,,1343744.8695
67,98,165,Ho,-64898.017,8146.9591,0.0048,True,1e+30,IS,100.0,1344248.2515
68,97,165,Er,-64521.353,8139.9348,0.0056,False,37296.0,EC,,1343089.242
69,96,165,Tm,-62930.024,8125.5489,0.0101,False,108216.0,B+,,1340715.5685
70,95,165,Yb,-60295.388,8104.8399,0.1608,False,594.0,B+,,1337298.5835
71,94,165,Lu,-56442.248,8076.746,0.1608,False,644.4,B+,,1332663.09
72,93,165,Hf,-51635.513,8042.8728,0.1694,False,76.0,B+,,1327074.012
73,92,165,Ta,-45847.872,8003.0547,0.0823,False,31.0,B+,,1320504.0255
74,91,165,W,-38861.316,7955.9704,0.1561,False,5.1,B+,,1312735.116
75,90,165,Re,-30659.353,7901.5201,0.143,False,1.6,B+,,1303750.8165
76,89,165,Os,-21747.0,7843.0,1.0,False,0.07100000000000001,A,,1294095.0
77,88,165,Ir,-11595.0,7776.0,1.0,False,5.0000000000000004e-08,p ?,,1283040.0
78,87,165,Pt,-318.0,7703.0,2.0,False,0.00037,A,,1270995.0
62,104,166,Sm,-40450.0,8023.0,2.0,False,0.8,B-,,1331818.0
63,103,166,Eu,-46749.0,8056.0,1.0,False,1.24,B-,,1337296.0
64,102,166,Gd,-54370.926,8097.226,0.0095,False,5.1,B-,,1344139.5159999998
65,101,166,Tb,-57808.778,8113.223,0.0088,False,27.1,B-,,1346795.018
66,100,166,Dy,-62584.471,8137.2793,0.0048,False,293760.0,B-,,1350788.3638
67,99,166,Ho,-63070.339,8135.4933,0.0047,False,96523.2,B-,,1350491.8878
68,98,166,Er,-64924.145,8141.9479,0.002,True,1e+30,IS,33.503,1351563.3514
69,97,166,Tm,-61886.478,8118.9357,0.0696,False,27720.0,B+,,1347743.3262
70,96,166,Yb,-61593.706,8112.4591,0.0422,False,204120.0,EC,,1346668.2106
71,95,166,Lu,-56020.987,8074.1756,0.1796,False,159.0,B+,,1340313.1496
72,94,166,Hf,-53858.989,8056.4386,0.1683,False,406.2,B+,,1337368.8076000002
73,93,166,Ta,-46097.78,8004.9714,0.1683,False,34.4,B+,,1328825.2524
74,92,166,W,-41887.471,7974.8951,0.057,False,19.2,B+,,1323832.5866
75,91,166,Re,-31837.335,7909.6392,0.5316,False,2.25,B+,,1313000.1072
76,90,166,Os,-25431.526,7866.3371,0.1082,False,0.213,A,,1305811.9586
77,89,166,Ir,-13306.0,7789.0,1.0,False,0.0105,A,,1292974.0
78,88,166,Pt,-4783.0,7733.0,2.0,False,0.000294,A,,1283678.0
62,105,167,Sm,-35330.0,7992.0,3.0,False,0.19,B- ?,,1334664.0
63,104,167,Eu,-43770.0,8038.0,2.0,False,1.33,B-,,1342346.0
64,103,167,Gd,-50775.732,8075.5428,0.0312,False,4.2,B-,,1348615.6476
65,102,167,Tb,-55883.082,8101.441,0.0116,False,18.9,B-,,1352940.6469999999
66,101,167,Dy,-59911.451,8120.8782,0.024,False,372.0,B-,,1356186.6594
67,100,167,Ho,-62279.459,8130.3732,0.0311,False,11160.0,B-,,1357772.3244
68,99,167,Er,-63289.256,8131.7352,0.0017,True,1e+30,IS,22.869,1357999.7784
69,98,167,Tm,-62543.117,8122.5826,0.0075,False,799200.0,EC,,1356471.2942
70,97,167,Yb,-60589.9,8106.202,0.0237,False,1050.0,B+,,1353735.734
71,96,167,Lu,-57526.281,8083.1722,0.2231,False,3090.0,B+,,1349889.7574
72,95,167,Hf,-53467.761,8054.185,0.1673,False,122.99999999999999,B+,,1345048.895
73,94,167,Ta,-48351.064,8018.8614,0.1673,False,79.80000000000001,B+,,1339149.8538
74,93,167,W,-42093.212,7976.7045,0.112,False,19.9,B+,,1332109.6515
75,92,167,Re,-34834.0,7929.0,0.0,False,3.4,A~100,,1324143.0
76,91,167,Os,-26498.86,7873.9557,0.4844,False,0.839,A,,1314950.6019000001
77,90,167,Ir,-17072.448,7812.8254,0.1099,False,0.0293,A,,1304741.8418
78,89,167,Pt,-6753.0,7746.0,2.0,False,0.0009149999999999999,A,,1293582.0
62,106,168,Sm,-31640.0,7971.0,2.0,False,0.34,B- ?,,1339128.0
63,105,168,Eu,-39250.0,8012.0,2.0,False,0.2,B-,,1346016.0
64,104,168,Gd,-48150.0,8060.0,2.0,False,3.03,B-,,1354080.0
65,103,168,Tb,-52781.181,8082.798,0.025,False,9.4,B-,,1357910.064
66,102,168,Dy,-58558.398,8112.5293,0.8334,False,522.0,B-,,1362904.9224
67,101,168,Ho,-60059.231,8116.8061,0.1786,False,179.4,B-,,1363623.4248
68,100,168,Er,-62989.231,8129.5897,0.0016,True,1e+30,IS,26.978,1365771.0696
69,99,168,Tm,-61312.379,8114.9516,0.01,False,8043839.999999999,B+~100,,1363311.8688
70,98,168,Yb,-61579.867,8111.887,0.0006,True,1e+30,IS,0.123,1362797.016
71,97,168,Lu,-57072.832,8080.4026,0.226,False,330.0,B+,,1357507.6368
72,96,168,Hf,-55360.557,8065.5536,0.1663,False,1557.0,B+,,1355013.0048
73,95,168,Ta,-48393.913,8019.4287,0.1663,False,120.0,B+,,1347264.0216
74,94,168,W,-44892.93,7993.9327,0.0789,False,50.9,B+~100,,1342980.6936
75,93,168,Re,-35794.889,7935.1208,0.1835,False,4.4,B+~100,,1333100.2944
76,92,168,Os,-29994.995,7895.9408,0.0589,False,2.1,B+,,1326518.0544
77,91,168,Ir,-18666.23,7823.8509,0.3287,False,0.23,A~100,,1314406.9512
78,90,168,Pt,-11010.078,7773.6217,0.8925,False,0.00202,A~100,,1305968.4456
79,89,168,Au,2530.0,7688.0,2.0,False,,p ?,,1291584.0
63,106,169,Eu,-35660.0,7991.0,3.0,False,0.42,B- ?,,1350479.0
64,105,169,Gd,-43890.0,8035.0,2.0,False,0.75,B-,,1357915.0
65,104,169,Tb,-50480.0,8069.0,2.0,False,5.13,B-,,1363661.0
66,103,169,Dy,-55596.01,8094.7566,1.7791,False,39.0,B-,,1368013.8654
67,102,169,Ho,-58796.01,8109.0622,0.1186,False,283.2,B-,,1370431.5118
68,101,169,Er,-60921.163,8117.0078,0.0018,False,811468.7999999999,B-,,1371774.3182
69,100,169,Tm,-61274.654,8114.4702,0.0044,True,1e+30,IS,100.0,1371345.4638
70,99,169,Yb,-60375.527,8104.5206,0.0011,False,2766009.6,EC,,1369663.9814
71,98,169,Lu,-58082.527,8086.3233,0.0178,False,122616.00000000001,B+,,1366588.6377
72,97,169,Hf,-54716.895,8061.7791,0.1654,False,194.4,B+,,1362440.6679
73,96,169,Ta,-50290.435,8030.9577,0.1654,False,294.0,B+,,1357231.8513
74,95,169,W,-44917.866,7994.5381,0.0913,False,74.0,B+,,1351076.9389
75,94,169,Re,-38409.247,7951.3963,0.0673,False,8.1,B+,,1343785.9747000001
76,93,169,Os,-30722.984,7901.2862,0.1535,False,3.46,B+,,1335317.3678
77,92,169,Ir,-22093.416,7845.5944,0.1379,False,0.353,A,,1325905.4536
78,91,169,Pt,-12464.0,7784.0,1.0,False,0.0069900000000000006,A~100,,1315496.0
79,90,169,Au,-1788.0,7716.0,2.0,False,0.00015,p ?,,1304004.0
63,107,170,Eu,-30860.0,7963.0,3.0,False,,B- ?,,1353710.0
64,106,170,Gd,-40850.0,8017.0,3.0,False,0.42,B-,,1362890.0
65,105,170,Tb,-46710.0,8047.0,2.0,False,0.96,B-,,1367990.0
66,104,170,Dy,-53710.0,8084.0,1.0,False,54.9,B-,,1374280.0
67,103,170,Ho,-56237.514,8093.7902,0.2942,False,165.6,B-,,1375944.334
68,102,170,Er,-60107.514,8111.9529,0.0082,True,1e+30,IS,14.91,1379031.993
69,101,170,Tm,-59795.314,8105.5144,0.0043,False,11111040.0,B-,,1377937.448
70,100,170,Yb,-60763.929,8106.6101,0.0003,True,1e+30,IS,2.982,1378123.717
71,99,170,Lu,-57306.234,8081.6686,0.0991,False,173836.8,B+,,1373883.662
72,98,170,Hf,-56253.86,8070.8762,0.1644,False,57636.00000000001,EC,,1372048.954
73,97,170,Ta,-50137.67,8030.2965,0.1644,False,405.59999999999997,B+,,1365150.405
74,96,170,W,-47290.804,8008.9482,0.0776,False,145.2,B+,,1361521.194
75,95,170,Re,-38903.996,7955.012,0.0672,False,1.0,B+,,1352352.04
76,94,170,Os,-33925.692,7921.1258,0.0574,False,7.37,B+,,1346591.386
77,93,170,Ir,-23182.0,7853.0,1.0,False,0.91,B+ ?,,1335010.0
78,92,170,Pt,-16299.202,7808.2365,0.1073,False,0.01393,A~100,,1327400.205
79,91,170,Au,-3703.0,7730.0,1.0,False,0.00029,p,,1314100.0
80,90,170,Hg,5415.0,7671.0,2.0,False,0.00031,A,,1304070.0
64,107,171,Gd,-36210.0,7990.0,3.0,False,0.3,B- ?,,1366290.0
65,106,171,Tb,-43770.0,8030.0,2.0,False,1.23,B-,,1373130.0
66,105,171,Dy,-50010.0,8062.0,1.0,False,4.07,B-,,1378602.0
67,104,171,Ho,-54517.822,8083.6021,3.5088,False,53.0,B-,,1382295.9591
68,103,171,Er,-57717.822,8097.7404,0.0082,False,27057.6,B-,,1384713.6084
69,102,171,Tm,-59210.271,8101.8931,0.0057,False,60595200.0,B-,,1385423.7201
70,101,171,Yb,-59306.818,8097.8826,0.0003,True,1e+30,IS,14.086,1384737.9246
71,100,171,Lu,-57828.465,8084.6621,0.0109,False,712540.8,B+,,1382477.2190999999
72,99,171,Hf,-55431.351,8066.0687,0.1689,False,43560.0,B+,,1379297.7477
73,98,171,Ta,-51720.279,8039.7914,0.1634,False,1398.0,B+,,1374804.3294
74,97,171,W,-47086.095,8008.1158,0.1634,False,142.79999999999998,B+,,1369387.8018
75,96,171,Re,-41250.285,7969.4131,0.1634,False,15.2,B+,,1362769.6401
76,95,171,Os,-34297.238,7924.1769,0.1067,False,8.3,B+ ?,,1355034.2499000002
77,94,171,Ir,-26412.03,7873.4895,0.2249,False,3.1,B+ ?,,1346366.7045
78,93,171,Pt,-17466.569,7816.6017,0.4734,False,0.0455,A,,1336638.8907
79,92,171,Au,-7562.303,7754.1069,0.1211,False,2.23e-05,p~100,,1325952.2799
80,91,171,Hg,3339.0,7686.0,2.0,False,7e-05,A~100,,1314306.0
64,108,172,Gd,-32970.0,7972.0,2.0,False,0.16,B- ?,,1371184.0
65,107,172,Tb,-39690.0,8006.0,3.0,False,0.76,B-,,1377032.0
66,106,172,Dy,-47760.0,8049.0,2.0,False,3.4,B-,,1384428.0
67,105,172,Ho,-51484.0,8066.0,1.0,False,25.0,B-,,1387352.0
68,104,172,Er,-56482.578,8090.4052,0.023,False,177480.0,B-,,1391549.6944
69,103,172,Tm,-57373.554,8091.0367,0.0319,False,228960.0,B-,,1391658.3124
70,102,172,Yb,-59255.456,8097.4295,0.0003,True,1e+30,IS,21.686,1392757.874
71,101,172,Lu,-56736.076,8078.2334,0.0136,False,578880.0,B+,,1389456.1448000001
72,100,172,Hf,-56402.232,8071.7439,0.142,False,59017200.0,EC,,1388339.9508
73,99,172,Ta,-51329.983,8037.7056,0.1625,False,2208.0,B+,,1382485.3632
74,98,172,W,-49097.191,8020.1757,0.1625,False,396.0,B+,,1379470.2204
75,97,172,Re,-41566.839,7971.846,0.2068,False,55.0,B+,,1371157.5119999999
76,96,172,Os,-37243.641,7942.1626,0.0742,False,19.2,B+,,1366051.9671999998
77,95,172,Ir,-27379.373,7880.2637,0.1884,False,4.4,B+~98,,1355405.3564000002
78,94,172,Pt,-21106.67,7839.246,0.0603,False,0.09759999999999999,A,,1348350.312
79,93,172,Au,-9318.011,7766.1587,0.3265,False,0.028,A~100,,1335779.2963999999
80,92,172,Hg,-1061.361,7713.6064,0.8725,False,0.00023099999999999998,A~100,,1326740.3007999999
65,108,173,Tb,-36510.0,7988.0,3.0,False,0.4,B- ?,,1381924.0
66,107,173,Dy,-43740.0,8026.0,2.0,False,1.43,B-,,1388498.0
67,106,173,Ho,-49351.0,8054.0,2.0,False,7.1,B-,,1393342.0
68,105,173,Er,-53654.0,8074.0,1.0,False,86.03999999999999,B-,,1396802.0
69,104,173,Tm,-56256.067,8084.4633,0.0254,False,29664.0,B-,,1398612.1509
70,103,173,Yb,-57551.234,8087.4276,0.0003,True,1e+30,IS,16.103,1399124.9748
71,102,173,Lu,-56881.014,8079.0312,0.0091,False,43237200.0,EC,,1397672.3976
72,101,173,Hf,-55411.79,8066.0164,0.1615,False,84960.0,B+,,1395420.8372000002
73,100,173,Ta,-52396.543,8044.065,0.1615,False,11304.0,B+,,1391623.2449999999
74,99,173,W,-48727.388,8018.3337,0.1615,False,456.0,B+,,1387171.7301
75,98,173,Re,-43553.87,7983.9068,0.1615,False,120.0,B+,,1381215.8764
76,97,173,Os,-37438.25,7944.0341,0.0865,False,22.4,B+,,1374317.8993
77,96,173,Ir,-30268.456,7898.068,0.0609,False,9.0,B+,,1366365.764
78,95,173,Pt,-21936.758,7845.3856,0.3667,False,0.382,A,,1357251.7088
79,94,173,Au,-12832.017,7788.2348,0.1317,False,0.025500000000000002,A,,1347364.6204000001
80,93,173,Hg,-2661.0,7725.0,1.0,False,0.0007999999999999999,A,,1336425.0
65,109,174,Tb,-31970.0,7963.0,3.0,False,0.24,B- ?,,1385562.0
66,108,174,Dy,-41130.0,8011.0,3.0,False,1.0,B- ?,,1393914.0
67,107,174,Ho,-45870.0,8034.0,2.0,False,3.7,B-,,1397916.0
68,106,174,Er,-51949.0,8064.0,2.0,False,192.0,B-,,1403136.0
69,105,174,Tm,-53864.521,8070.6432,0.257,False,324.0,B-,,1404291.9168
70,104,174,Yb,-56944.521,8083.8481,0.0003,True,1e+30,IS,32.025,1406589.5694
71,103,174,Lu,-55570.292,8071.454,0.009,False,104463600.0,B+,,1404432.996
72,102,174,Hf,-55844.583,8068.5341,0.013,False,6.312e+22,IS,0.16,1403924.9334
73,101,174,Ta,-51740.771,8040.4528,0.1606,False,4104.0,B+,,1399038.7872
74,100,174,W,-50227.093,8027.2572,0.1606,False,1992.0000000000002,B+,,1396742.7528
75,99,174,Re,-43673.101,7985.0944,0.1606,False,144.0,B+,,1389406.4256
76,98,174,Os,-39995.383,7959.4618,0.0589,False,44.0,B+~100,,1384946.3532
77,97,174,Ir,-30785.937,7902.0377,0.0645,False,7.9,B+,,1374954.5598
78,96,174,Pt,-25317.608,7866.1143,0.0594,False,0.862,A,,1368703.8882
79,95,174,Au,-14058.0,7797.0,1.0,False,0.139,A,,1356678.0
80,94,174,Hg,-6641.017,7749.7851,0.1104,False,0.002,A~100,,1348462.6074
66,109,175,Dy,-36730.0,7986.0,3.0,False,0.39,B- ?,,1397550.0
67,108,175,Ho,-43300.0,8019.0,2.0,False,1.88,B-,,1403325.0
68,107,175,Er,-48652.0,8045.0,2.0,False,72.0,B-,,1407875.0
69,106,175,Tm,-52310.556,8061.7673,0.2857,False,912.0,B-,,1410809.2775
70,105,175,Yb,-54695.556,8070.9253,0.0005,False,361583.99999999994,B-,,1412411.9275
71,104,175,Lu,-55165.678,8069.1412,0.0069,True,1e+30,IS,97.401,1412099.71
72,103,175,Hf,-54481.763,8060.7625,0.013,False,6104160.000000001,EC,,1410633.4375
73,102,175,Ta,-52408.653,8044.4456,0.1597,False,37800.0,B+,,1407777.98
74,101,175,W,-49632.8,8024.113,0.1597,False,2112.0,B+,,1404219.7750000001
75,100,175,Re,-45288.312,7994.8168,0.1597,False,353.4,B+,,1399092.94
76,99,175,Os,-40105.36,7960.7294,0.0673,False,84.0,B+,,1393127.645
77,98,175,Ir,-33394.511,7917.9112,0.0708,False,9.0,B+,,1385634.46
78,97,175,Pt,-25708.684,7869.5216,0.1064,False,2.43,A,,1377166.28
79,96,175,Au,-17403.686,7817.5939,0.2204,False,0.2,A,,1368078.9324999999
80,95,175,Hg,-7969.443,7759.2134,0.4633,False,0.010199999999999999,A~100,,1357862.345
66,110,176,Dy,-33610.0,7969.0,3.0,False,0.44,B- ?,,1402544.0
67,109,176,Ho,-39390.0,7997.0,3.0,False,1.0,B- ?,,1407472.0
68,108,176,Er,-46631.0,8034.0,2.0,False,12.0,B- ?,,1413984.0
69,107,176,Tm,-49371.322,8045.1214,0.5682,False,111.0,B-,,1415941.3664
70,106,176,Yb,-53491.322,8064.0853,0.0003,True,1e+30,IS,12.995,1419279.0128
71,105,176,Lu,-53382.333,8059.0209,0.0069,False,1.1680356e+18,IS,2.599,1418387.6784
72,104,176,Hf,-54576.428,8061.3604,0.0084,True,1e+30,IS,5.26,1418799.4304
73,103,176,Ta,-51365.379,8038.6706,0.1747,False,29124.0,B+,,1414806.0256
74,102,176,W,-50641.608,8030.1131,0.1588,False,9000.0,EC,,1413299.9056
75,101,176,Re,-45062.89,7993.9707,0.1588,False,318.0,B+,,1406938.8432
76,100,176,Os,-42131.184,7972.8681,0.0622,False,216.0,B+,,1403224.7856
77,99,176,Ir,-33881.923,7921.5522,0.0459,False,8.7,B+,,1394193.1872
78,98,176,Pt,-28933.918,7888.9934,0.0722,False,6.33,B+ ?,,1388462.8384
79,97,176,Au,-18520.967,7825.3837,0.1885,False,1.05,A,,1377267.5312
80,96,176,Hg,-11784.639,7782.664,0.0632,False,0.020300000000000002,A,,1369748.864
81,95,176,Tl,584.728,7707.9383,0.4719,False,0.006200000000000001,p~100,,1356597.1408
67,110,177,Ho,-36280.0,7980.0,3.0,False,1.0,B-,,1412460.0
68,109,177,Er,-42858.0,8013.0,3.0,False,8.0,B- ?,,1418301.0
69,108,177,Tm,-47570.0,8035.0,1.0,False,95.0,B-,,1422195.0
70,107,177,Yb,-50986.404,8049.9741,0.0013,False,6879.6,B-,,1424845.4157
71,106,177,Lu,-52383.903,8053.4495,0.0069,False,574067.52,B-,,1425460.5614999998
72,105,177,Hf,-52880.745,8051.8365,0.008,True,1e+30,IS,18.6,1425175.0605000001
73,104,177,Ta,-51714.745,8040.8289,0.0187,False,202896.0,B+,,1423226.7153
74,103,177,W,-49701.731,8025.0359,0.1579,False,7944.0,B+,,1420431.3543
75,102,177,Re,-46269.175,8001.2229,0.1579,False,840.0,B+,,1416216.4533
76,101,177,Os,-41956.448,7972.4371,0.0826,False,180.0,B+,,1411121.3667000001
77,100,177,Ir,-36047.425,7934.6328,0.1116,False,29.8,B+~100,,1404430.0056
78,99,177,Pt,-29370.437,7892.4896,0.0847,False,10.0,B+,,1396970.6591999999
79,98,177,Au,-21545.736,7843.8623,0.0563,False,1.501,A,,1388363.6271
80,97,177,Hg,-12775.823,7789.8947,0.4787,False,0.117,A~100,,1378811.3619
81,96,177,Tl,-3340.103,7732.1655,0.1222,False,0.018000000000000002,A,,1368593.2935
67,111,178,Ho,-32130.0,7957.0,3.0,False,0.75,B- ?,,1416346.0
68,110,178,Er,-40260.0,7999.0,3.0,False,4.0,B- ?,,1423822.0
69,109,178,Tm,-44240.0,8017.0,2.0,False,10.0,B- ?,,1427026.0
70,108,178,Yb,-49677.139,8042.7386,0.037,False,4440.0,B-,,1431607.4708
71,107,178,Lu,-50337.881,8042.0554,0.0127,False,1704.0,B-,,1431485.8612
72,106,178,Hf,-52435.366,8049.4438,0.008,True,1e+30,IS,27.28,1432800.9964
73,105,178,Ta,-50598.0,8035.0,0.0,False,8496.0,B+,,1430230.0
74,104,178,W,-50407.066,8029.2584,0.0854,False,1866240.0000000002,EC,,1429207.9952
75,103,178,Re,-45653.457,7998.1576,0.157,False,792.0,B+,,1423672.0528
76,102,178,Os,-43544.243,7981.9128,0.0766,False,300.0,B+,,1420780.4784
77,101,178,Ir,-36254.314,7936.563,0.1057,False,12.0,B+,,1412708.214
78,100,178,Pt,-31997.486,7908.253,0.0569,False,20.7,B+,,1407669.034
79,99,178,Au,-22303.029,7849.3946,0.0576,False,3.4,B+,,1397192.2388
80,98,178,Hg,-16315.346,7811.3607,0.0604,False,0.2665,A,,1390422.2046
81,97,178,Tl,-4613.0,7741.0,1.0,False,0.255,A,,1377898.0
82,96,178,Pb,3573.371,7690.8359,0.1302,False,0.00025,A~100,,1368968.7902
68,111,179,Er,-36080.0,7976.0,3.0,False,3.0,B- ?,,1427704.0
69,110,179,Tm,-41900.0,8004.0,2.0,False,18.0,B- ?,,1432716.0
70,109,179,Yb,-46640.0,8026.0,1.0,False,480.0,B-,,1436654.0
71,108,179,Lu,-49059.013,8035.0744,0.0288,False,16524.0,B-,,1438278.3176000002
72,107,179,Hf,-50463.036,8038.5474,0.0079,True,1e+30,IS,13.62,1438899.9846
73,106,179,Ta,-50357.456,8033.5869,0.0082,False,57439200.0,EC,,1438012.0551
74,105,179,W,-49295.247,8023.2821,0.0814,False,2223.0,B+,,1436167.4959
75,104,179,Re,-46584.312,8003.7666,0.1376,False,1170.0,B+,,1432674.2214
76,103,179,Os,-43020.137,7979.4844,0.0866,False,390.0,B+,,1428327.7076
77,102,179,Ir,-38081.719,7947.5248,0.0546,False,79.0,B+,,1422606.9392000001
78,101,179,Pt,-32268.127,7910.6759,0.0446,False,21.2,B+~100,,1416010.9861
79,100,179,Au,-24988.572,7865.6374,0.0653,False,7.1,B+,,1407949.0946
80,99,179,Hg,-16932.924,7816.2631,0.1571,False,1.05,A,,1399111.0949
81,98,179,Tl,-8269.632,7763.4942,0.2159,False,0.437,A,,1389665.4618
